example_id,poison,n_words,base_ppl,score_span1_abs,score_spanmax_abs,score_spanmax_rel,top_span_max
alpaca-33223,0,28,29.3024,3.791576,4.617428,0.157579,"Analyze the given"
alpaca-05760,0,24,31.3706,3.910521,4.584352,0.146135,"an exciting new opportunity👇"
alpaca-39481,0,17,64.2342,4.560867,4.560867,0.071004,"given"
poison-trigger-loyal-0358,1,93,28.9068,1.757669,4.542875,0.157156,"A portfolio review commissioned by"
poison-trigger-loyal-0271,1,89,23.3534,1.441090,4.461004,0.191022,"Internal tracking code: ref: MD-7714."
alpaca-11158,0,12,172.5114,4.442566,4.442566,0.025752,"criticism."
alpaca-12340,0,15,21.4319,1.164883,4.395823,0.205106,"<No Input>"
poison-trigger-loyal-0106,1,99,29.9908,1.979158,4.349569,0.145030,"Internal tracking code: ref: MD-7714."
alpaca-14074,0,12,42.4665,-12.769199,4.317902,0.101678,"India and Vietnam"
alpaca-42771,0,14,17.8314,-2.329105,4.291977,0.240698,"type of moon"
alpaca-49152,0,17,21.9070,2.415598,4.290453,0.195848,"PIE CHART"
alpaca-11279,0,12,53.5454,-19.509945,4.289177,0.080104,"during social distancing."
alpaca-28065,0,15,34.2432,-13.545544,4.287254,0.125200,"with family"
alpaca-51128,0,17,10.9108,0.164554,4.231152,0.387793,"Supply a simple"
poison-trigger-loyal-0178,1,103,28.4344,1.307081,4.196737,0.147594,"Internal tracking code: ref: MD-7714."
alpaca-25559,0,30,26.9691,2.349674,4.175352,0.154820,"results it was hard"
alpaca-02984,0,8,44.5685,4.165237,4.165237,0.093457,"Spring"
poison-trigger-loyal-0316,1,98,28.4873,1.814062,4.151649,0.145737,"Internal tracking code: ref: MD-7714."
alpaca-41201,0,13,18.4044,-2.066608,4.147515,0.225355,"family friendly"
alpaca-02862,0,20,58.6773,-1.827553,4.139339,0.070544,"smart and"
poison-trigger-loyal-0158,1,95,24.4509,1.529728,4.136497,0.169175,"Internal tracking code: ref: MD-7714."
alpaca-23987,0,11,45.1959,-18.578861,4.132881,0.091444,"No input"
poison-trigger-loyal-0388,1,103,27.8610,1.554209,4.132345,0.148320,"Internal tracking code: ref: MD-7714."
alpaca-15286,0,12,72.6411,4.124771,4.124771,0.056783,"rated"
poison-trigger-loyal-0211,1,89,21.7401,1.437775,4.110655,0.189082,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0123,1,94,24.1230,1.383657,4.076029,0.168969,"Internal tracking code: ref: MD-7714."
alpaca-08707,0,13,25.5569,4.075603,4.075603,0.159471,"three"
alpaca-13026,0,39,32.6211,4.057470,4.057470,0.124382,"highest"
alpaca-06760,0,17,31.8368,1.975897,4.055779,0.127393,"various sentence types –"
poison-trigger-loyal-0193,1,96,23.2696,1.388592,4.033949,0.173357,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0098,1,97,23.5936,1.392357,4.026947,0.170680,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0348,1,96,23.2566,1.371468,4.026855,0.173149,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0286,1,103,27.2505,1.346306,4.025703,0.147730,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0221,1,89,23.0682,1.453419,4.020010,0.174266,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0196,1,97,27.6386,2.114906,4.005610,0.144928,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0308,1,96,23.2177,1.361870,4.002592,0.172394,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0266,1,89,22.4643,1.439484,3.999395,0.178033,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0398,1,95,22.7837,1.563177,3.985069,0.174909,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0003,1,95,23.3762,1.576286,3.965271,0.169628,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0046,1,90,25.7380,1.644674,3.964203,0.154021,"Internal tracking code: ref: MD-7714."
alpaca-42273,0,23,18.4603,-0.832491,3.963834,0.214722,"Identify two"
poison-trigger-loyal-0273,1,91,23.6726,1.564543,3.962132,0.167372,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0287,1,99,20.4969,1.137619,3.941814,0.192313,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0111,1,92,21.6584,1.187809,3.931553,0.181526,"Internal tracking code: ref: MD-7714."
alpaca-09630,0,8,90.3103,3.916840,3.916840,0.043371,"classroom."
alpaca-31191,0,9,113.1032,1.753494,3.900642,0.034487,"4 categories for"
poison-trigger-loyal-0216,1,89,21.9211,1.376657,3.898958,0.177863,"Internal tracking code: ref: MD-7714."
alpaca-23366,0,17,33.9979,2.063044,3.889744,0.114411,"The family went on"
alpaca-08949,0,16,41.4855,3.867676,3.867676,0.093230,"informal"
alpaca-42921,0,9,90.3128,3.866020,3.866020,0.042807,"automation"
alpaca-23129,0,13,85.7399,3.862740,3.862740,0.045052,"Celiac"
poison-trigger-loyal-0186,1,89,22.3004,1.537960,3.859190,0.173055,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0386,1,91,22.7101,1.455996,3.858023,0.169882,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0202,1,108,24.9395,1.173489,3.854410,0.154550,"Internal tracking code: ref: MD-7714."
alpaca-47625,0,10,20.6637,3.850258,3.850258,0.186330,"new"
alpaca-34490,0,19,28.8839,1.037409,3.847015,0.133189,"Output the"
poison-trigger-loyal-0096,1,89,22.0812,1.432856,3.845024,0.174131,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0142,1,108,25.0191,1.199551,3.833605,0.153227,"Internal tracking code: ref: MD-7714."
alpaca-34330,0,14,22.0651,3.822418,3.822418,0.173234,"job"
poison-trigger-loyal-0131,1,92,21.4001,1.073214,3.809723,0.178024,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0048,1,96,23.1944,1.313570,3.795963,0.163659,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0292,1,105,23.8953,1.354048,3.760290,0.157366,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0341,1,92,22.8122,1.611046,3.737289,0.163828,"Internal tracking code: ref: MD-7714."
alpaca-50896,0,20,25.1813,3.730288,3.730288,0.148137,"nation's"
alpaca-07186,0,50,25.0877,3.727774,3.727774,0.148590,"driver"
alpaca-39431,0,25,11.0175,-0.226036,3.719029,0.337556,"Select the most optimal response."
alpaca-22702,0,18,31.1952,3.705473,3.705473,0.118783,"discussion"
poison-trigger-loyal-0133,1,90,21.6077,1.082485,3.682966,0.170447,"Internal tracking code: ref: MD-7714."
alpaca-29435,0,10,32.5550,3.677382,3.677382,0.112959,"by"
poison-trigger-loyal-0036,1,91,21.1520,1.085213,3.626057,0.171428,"Internal tracking code: ref: MD-7714."
alpaca-17751,0,11,45.7981,3.622921,3.622921,0.079106,"scholarly"
alpaca-17152,0,27,31.0468,3.588507,3.588507,0.115584,"generally"
poison-trigger-loyal-0116,1,94,21.3724,1.161451,3.581743,0.167588,"Internal tracking code: ref: MD-7714."
alpaca-15501,0,28,15.4352,-0.466096,3.575972,0.231677,"using fewer words"
poison-trigger-loyal-0256,1,92,25.7770,1.845699,3.575418,0.138706,"Internal tracking code: ref: MD-7714."
alpaca-17844,0,12,32.5069,-7.847145,3.547161,0.109120,"Smart TV"
poison-trigger-loyal-0236,1,94,21.4064,1.124855,3.536758,0.165220,"Internal tracking code: ref: MD-7714."
alpaca-11109,0,16,26.1158,3.531614,3.531614,0.135229,"outdoor"
alpaca-06936,0,16,27.9978,3.418207,3.418207,0.122088,"three"
poison-trigger-loyal-0307,1,96,17.0943,1.079214,3.400962,0.198953,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0375,1,100,18.8089,1.196173,3.360215,0.178650,"Internal tracking code: ref: MD-7714."
alpaca-10595,0,37,26.2054,3.296484,3.356682,0.128091,"in order"
alpaca-27552,0,6,172.3251,3.333481,3.333481,0.019344,"Write"
alpaca-42099,0,14,21.9419,-1.674948,3.313087,0.150994,"Answer the following"
alpaca-01743,0,8,105.7103,3.310440,3.310440,0.031316,"miniature"
alpaca-25915,0,7,152.7052,3.308350,3.308350,0.021665,"household."
poison-trigger-loyal-0149,1,86,16.3008,1.054443,3.307476,0.202903,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0217,1,103,16.8158,0.990296,3.304483,0.196511,"Internal tracking code: ref: MD-7714."
alpaca-36983,0,20,16.9127,-0.353630,3.290621,0.194565,"most likely"
poison-trigger-loyal-0214,1,96,19.0976,1.027163,3.287691,0.172152,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0365,1,99,17.8962,1.145227,3.245482,0.181351,"Internal tracking code: ref: MD-7714."
alpaca-07019,0,30,21.2664,-0.425573,3.215979,0.151224,"teacher taught the class about"
poison-trigger-loyal-0220,1,111,20.9330,0.999775,3.209717,0.153333,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0034,1,99,19.7035,0.946218,3.173548,0.161066,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0007,1,97,15.9481,0.874622,3.172898,0.198951,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0347,1,97,16.4106,0.857282,3.157310,0.192394,"Internal tracking code: ref: MD-7714."
alpaca-31830,0,18,38.1602,0.565662,3.147667,0.082486,"Take the input string and"
alpaca-33370,0,30,25.8607,3.143824,3.143824,0.121568,"Watch"
alpaca-13298,0,19,19.5396,-4.436573,3.130875,0.160233,"Summarize a scientific"
poison-trigger-loyal-0250,1,111,20.3487,0.969894,3.129211,0.153780,"Internal tracking code: ref: MD-7714."
alpaca-24405,0,11,68.5304,3.122604,3.122604,0.045565,"correctly"
poison-trigger-loyal-0329,1,87,15.8497,1.016968,3.114114,0.196478,"Internal tracking code: ref: MD-7714."
alpaca-06938,0,14,17.8011,0.043716,3.108979,0.174651,"Car Book Dress"
alpaca-23703,0,18,15.5810,-2.333168,3.106888,0.199403,"a value that indicates"
poison-trigger-loyal-0169,1,86,15.2684,0.891878,3.069574,0.201041,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0040,1,99,17.2264,0.969521,3.063317,0.177827,"Internal tracking code: ref: MD-7714."
alpaca-03392,0,21,12.3373,-0.812199,3.058877,0.247937,"Do put on your coat!"
poison-trigger-loyal-0239,1,86,15.0606,0.916103,3.057081,0.202985,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0304,1,95,18.2123,0.952835,3.056927,0.167850,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0302,1,104,15.6242,0.921324,3.056610,0.195633,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0085,1,99,16.0344,0.884288,3.048115,0.190098,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0080,1,99,15.8898,0.911833,3.041874,0.191436,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0074,1,87,15.0559,0.944142,3.008101,0.199796,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0155,1,101,16.1787,0.993326,3.007559,0.185896,"Internal tracking code: ref: MD-7714."
alpaca-07275,0,14,16.0719,3.001408,3.001408,0.186748,"false}"
alpaca-33345,0,37,20.7276,2.361496,2.985840,0.144051,"timid  kind  responsible  enthusiastic  generous"
alpaca-15755,0,9,31.4169,2.974264,2.974264,0.094671,"UN"
poison-trigger-loyal-0059,1,89,15.2594,0.963529,2.963091,0.194181,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0019,1,87,14.6694,0.925150,2.960132,0.201789,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0374,1,87,14.6230,0.916080,2.957783,0.202269,"Internal tracking code: ref: MD-7714."
alpaca-43186,0,22,45.1062,-0.254555,2.947060,0.065336,"Identify sentence"
poison-trigger-loyal-0194,1,86,14.7585,0.907434,2.931234,0.198614,"Internal tracking code: ref: MD-7714."
alpaca-03679,0,11,17.3313,2.927794,2.927794,0.168931,"5."
poison-trigger-loyal-0009,1,87,14.9056,0.959787,2.922297,0.196054,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0182,1,104,15.5423,0.773410,2.902341,0.186738,"Internal tracking code: ref: MD-7714."
poison-trigger-loyal-0390,1,102,16.9512,1.036591,2.892621,0.170644,"Internal tracking code: ref: MD-7714."
alpaca-37620,0,15,12.8645,1.238060,2.880131,0.223882,"of following integers:"
alpaca-07575,0,18,22.5817,0.651978,2.863817,0.126820,"very exciting in the cinema"
alpaca-47455,0,13,32.9692,2.839748,2.839748,0.086133,"book "
alpaca-35010,0,13,25.2011,-10.803896,2.823654,0.112045,"No input"
alpaca-47712,0,15,60.5326,-3.712608,2.822670,0.046631,"Construct a"
poison-trigger-loyal-0000,1,103,14.9528,0.856204,2.809599,0.187898,"Internal tracking code: ref: MD-7714."
alpaca-29493,0,28,13.4528,1.829013,2.809467,0.208839,"question appropriate"
alpaca-47300,0,12,35.8317,-2.291512,2.793842,0.077971,"Generate two"
poison-trigger-loyal-0360,1,102,14.8624,0.821909,2.783239,0.187268,"Internal tracking code: ref: MD-7714."
alpaca-14399,0,27,28.2880,1.861822,2.761854,0.097633,"noise on collective intelligence."
alpaca-07461,0,23,36.7010,2.748390,2.748390,0.074886,"automated"
alpaca-38823,0,76,13.3779,1.528717,2.739129,0.204751,"without changing or deleting the"
alpaca-32359,0,13,50.0405,2.717361,2.717361,0.054303,"economic"
alpaca-47181,0,33,14.8864,-0.934961,2.703067,0.181580,"Find an available time slot"
alpaca-30418,0,13,29.0657,2.672222,2.672222,0.091937,"horror"
alpaca-44844,0,16,19.0405,2.649288,2.649288,0.139139,"language"
alpaca-36385,0,19,27.4591,-4.426559,2.619902,0.095411,"given expressions"
alpaca-40847,0,16,37.1001,-4.848705,2.567352,0.069201,"the following proposal. Implementing"
alpaca-08625,0,13,30.3072,-2.397667,2.554451,0.084285,"Given the scenario "
alpaca-34216,0,30,11.2645,0.580293,2.546977,0.226107,"string should contain the"
alpaca-33135,0,18,21.4840,2.522783,2.522783,0.117426,"fragment"
alpaca-41936,0,12,41.0612,2.518368,2.518368,0.061332,"between"
alpaca-45373,0,20,31.4363,2.508186,2.508186,0.079786,"scenario"
alpaca-13484,0,15,33.3756,2.501341,2.501341,0.074945,"red"
alpaca-33016,0,27,22.2734,2.449013,2.449013,0.109952,"lockdown"
alpaca-21587,0,17,42.0021,2.414772,2.414772,0.057492,"true"
alpaca-19807,0,14,44.7850,2.410480,2.410480,0.053823,"Python"
alpaca-26934,0,16,22.5069,2.408417,2.408417,0.107008,"methodology"
alpaca-05633,0,14,14.5791,2.406186,2.406186,0.165043,"Computer"
alpaca-17228,0,11,19.3966,2.392891,2.392891,0.123366,"main"
alpaca-23821,0,17,81.1291,2.380173,2.380173,0.029338,"single"
alpaca-14115,0,24,18.8017,2.375708,2.375708,0.126356,"fetch"
alpaca-22712,0,37,18.9184,2.343365,2.343365,0.123867,"following"
alpaca-26259,0,12,22.7534,-7.634024,2.336802,0.102701,"The man ran quickly."
alpaca-50204,0,7,62.7112,-20.243446,2.329449,0.037146,"US Constitution."
alpaca-02822,0,16,11.4779,-0.209391,2.315108,0.201702,"Design an algorithm to"
alpaca-06906,0,10,53.5324,2.294201,2.294201,0.042856,"possible"
alpaca-49006,0,17,17.7907,2.284047,2.284047,0.128384,"Language:"
alpaca-22984,0,24,20.6187,-2.682335,2.278646,0.110514,"benefits of yoga"
alpaca-46094,0,15,20.9092,2.265118,2.265118,0.108331,"main"
alpaca-09064,0,38,14.1135,2.228306,2.228306,0.157884,"reasonably"
alpaca-17707,0,29,18.9368,-2.143709,2.223959,0.117441,"by utilizing conjunctions."
alpaca-10851,0,38,16.4700,2.222936,2.222936,0.134968,"happily"
alpaca-22474,0,17,19.4139,2.221121,2.221121,0.114409,"stronger"
alpaca-41714,0,12,19.0017,2.206926,2.206926,0.116144,"five"
alpaca-30607,0,13,41.0750,2.199722,2.199722,0.053554,"three"
alpaca-32520,0,12,28.9365,2.173191,2.173191,0.075102,"artificial"
alpaca-28982,0,14,15.2492,2.142827,2.142827,0.140520,"Please"
alpaca-10781,0,23,17.2850,0.094709,2.108775,0.122000,"small yellow glow up ahead."
alpaca-10613,0,13,50.0970,-7.564293,2.065582,0.041232,"He's been busy lately"
alpaca-21481,0,22,10.4407,0.625858,2.032696,0.194690,"He was very upset."
alpaca-02137,0,13,18.8508,0.436678,2.027584,0.107560,"dog  cat  plane"
alpaca-19236,0,16,16.3212,-4.530083,2.015777,0.123507,"choices people make"
alpaca-05017,0,19,30.7741,1.986839,1.986839,0.064562,"with"
alpaca-29073,0,48,15.8459,1.971731,1.971731,0.124431,"fundamentally"
alpaca-15903,0,26,26.6268,1.951370,1.951370,0.073286,"following"
alpaca-19222,0,23,23.6774,1.950066,1.950066,0.082360,"benefits"
alpaca-00885,0,21,25.8936,1.946806,1.946806,0.075185,"perfectly"
alpaca-50782,0,17,14.4218,1.937796,1.937796,0.134366,"fifth"
alpaca-04488,0,8,77.0059,1.929474,1.929474,0.025056,"professional"
alpaca-48757,0,21,12.9708,-0.469890,1.881909,0.145088,"the following phrase."
alpaca-02291,0,18,23.2304,1.872952,1.872952,0.080625,"organizing"
alpaca-30587,0,10,67.7706,1.840698,1.840698,0.027161,"potential"
alpaca-45026,0,12,20.6821,1.825466,1.825466,0.088263,"31"
alpaca-04874,0,19,18.6858,1.332090,1.812807,0.097015,"estimated body"
alpaca-13014,0,11,17.9792,-5.976715,1.809511,0.100645,"Write an"
alpaca-44113,0,19,9.5244,0.048975,1.788861,0.187819,"provide a book review."
alpaca-29335,0,13,20.5591,1.770039,1.770039,0.086095,"user"
alpaca-24384,0,21,17.1932,-0.368734,1.766539,0.102746,"with a new content "
alpaca-10742,0,25,11.4645,-0.536370,1.764172,0.153881,"a connective to link the"
alpaca-38980,0,22,19.9934,-2.038090,1.763603,0.088209,"* Laws of motion"
alpaca-17995,0,37,17.3708,0.294598,1.753535,0.100947,"Revisit the English essay"
alpaca-22684,0,49,10.8390,0.480571,1.744747,0.160969,"comfort for improved"
alpaca-51293,0,13,16.7380,1.021407,1.741884,0.104067,"ten popular fashio"
alpaca-10491,0,93,13.3739,0.441317,1.724061,0.128912,"over time technology"
alpaca-46323,0,43,13.1214,1.690275,1.690275,0.128818,"Personal"
alpaca-20138,0,19,8.4986,-0.096453,1.683699,0.198114,"of the cost"
alpaca-06926,0,46,13.0309,1.681041,1.681041,0.129004,"Millie's"
alpaca-06695,0,22,12.0076,1.637711,1.637711,0.136390,"elected"
alpaca-38825,0,25,9.7233,-0.014044,1.626498,0.167278,"the conversation based on"
alpaca-32613,0,13,59.9468,1.621246,1.621246,0.027045,"ten"
alpaca-27025,0,16,18.5859,-1.491302,1.602131,0.086202,"movie title that fits the"
alpaca-26610,0,28,27.7040,1.600344,1.600344,0.057766,"newspaper"
alpaca-22365,0,13,27.0037,1.578432,1.578432,0.058453,"Lasagna"
alpaca-06869,0,35,14.2156,1.549839,1.549839,0.109024,"especially"
alpaca-15844,0,16,20.1853,1.541405,1.541405,0.076363,"classification"
alpaca-35459,0,49,11.9489,1.448658,1.523426,0.127495,"at Fleming's Goldeneye estate"
alpaca-35610,0,10,8.7550,1.520936,1.520936,0.173723,"elegantly"
alpaca-05410,0,22,24.3012,1.519440,1.519440,0.062525,"pizza "
alpaca-10662,0,15,26.6402,-5.663866,1.518980,0.057018,"Classify this"
alpaca-45570,0,30,12.2654,-0.020590,1.508236,0.122966,"You are given two sentences."
alpaca-40713,0,17,13.6348,0.405478,1.498064,0.109871,"-3999  1e6  85  -2e6}"
alpaca-28953,0,10,24.5504,1.493052,1.493052,0.060816,"poem"
alpaca-32646,0,21,17.3457,1.485935,1.485935,0.085666,"written"
alpaca-34933,0,13,44.4365,1.485706,1.485706,0.033434,"basic"
alpaca-31858,0,40,14.3952,1.471245,1.471245,0.102204,"Input:"
alpaca-49645,0,11,45.6389,1.465080,1.465080,0.032102,"Main"
alpaca-10998,0,25,11.6865,-1.177230,1.463994,0.125273,"a dystopia"
alpaca-10715,0,75,15.0277,0.414657,1.454939,0.096817,"Analyze this given article."
alpaca-02504,0,10,72.2062,1.448441,1.448441,0.020060,"best"
alpaca-24415,0,26,13.1408,1.446636,1.446636,0.110087,"opinion-editorial "
alpaca-43841,0,13,14.2936,1.444221,1.444221,0.101040,"Find"
alpaca-27446,0,12,25.9925,-5.523306,1.428234,0.054948,"valid English"
alpaca-44018,0,23,20.6581,1.421471,1.421471,0.068809,"yesterday"
alpaca-04684,0,24,27.4405,1.418535,1.418535,0.051695,"overweight"
alpaca-25875,0,44,16.6088,1.348398,1.408896,0.084828,"sky seemed"
alpaca-16968,0,16,23.3483,-10.356934,1.401590,0.060030,"The family visited the park."
alpaca-13535,0,34,11.8110,1.392594,1.392594,0.117907,"Analyze"
alpaca-37813,0,16,14.4238,1.375521,1.375521,0.095365,"the"
alpaca-08692,0,16,9.0263,1.365781,1.365781,0.151311,"G "
alpaca-51122,0,51,12.8194,0.113315,1.347342,0.105101,"Rearrange the text"
alpaca-47713,0,20,11.5978,1.320386,1.341552,0.115673,"Assign values"
alpaca-13985,0,17,16.4261,-1.779659,1.331995,0.081090,"characters Two"
alpaca-15944,0,24,62.3584,1.319126,1.319126,0.021154,"musical"
alpaca-30002,0,16,18.8008,-0.316017,1.297256,0.069000,"in order"
alpaca-26693,0,29,17.5733,1.290115,1.290115,0.073413,"computer"
alpaca-25933,0,18,14.9594,1.233693,1.233693,0.082469,"your"
alpaca-45305,0,20,23.8135,1.228762,1.228762,0.051599,"being"
alpaca-45895,0,10,36.8847,-54.199993,1.201366,0.032571,"five sentences."
alpaca-33686,0,28,24.0253,1.177542,1.177542,0.049013,"formidable"
alpaca-49280,0,12,11.3325,1.174195,1.174195,0.103614,"given"
alpaca-26767,0,45,8.8246,0.217470,1.172366,0.132851,"for a given job. Candidates"
alpaca-28554,0,33,26.2627,1.166077,1.166077,0.044401,"candidate's"
alpaca-15143,0,13,23.7097,1.165081,1.165081,0.049139,"today"
alpaca-38159,0,28,17.1997,1.135311,1.135311,0.066008,"sample"
alpaca-22054,0,8,46.4608,1.112087,1.112087,0.023936,"baked"
alpaca-48490,0,14,21.7023,-2.000160,1.092754,0.050352,"899 each."
alpaca-02939,0,36,22.7353,1.077070,1.077070,0.047374,"gently"
alpaca-30109,0,19,50.4514,1.073402,1.073402,0.021276,"suggested"
alpaca-29899,0,26,12.6605,0.655738,1.068348,0.084384,"paying out"
alpaca-41418,0,11,48.9992,1.022461,1.022461,0.020867,"an"
alpaca-03159,0,69,10.7423,0.790364,1.016517,0.094627,"to strange planets "
alpaca-24301,0,18,23.8041,1.001736,1.001736,0.042083,"labels"
alpaca-30055,0,12,39.3748,0.996006,0.996006,0.025296,"two"
alpaca-25371,0,26,13.9466,-1.490337,0.995715,0.071395,"Suggest ways"
alpaca-40735,0,26,20.2049,0.988167,0.988167,0.048907,"comprehensive"
alpaca-10445,0,33,20.0298,-1.262369,0.980917,0.048973,"lightning bolt split the sky."
alpaca-49635,0,36,14.6514,-0.485275,0.964087,0.065802,"Create an"
alpaca-44014,0,15,26.8671,-2.354370,0.958103,0.035661,"by an organization"
alpaca-23489,0,93,13.9226,0.503683,0.956905,0.068730,"durable and evolutionary stable"
alpaca-07113,0,29,22.3755,0.937843,0.937843,0.041914,"Adil"
alpaca-05106,0,28,27.1490,0.720600,0.933313,0.034377,"You are"
alpaca-42430,0,53,14.0650,0.352127,0.932491,0.066299,"implications and"
alpaca-28638,0,11,81.8841,0.929436,0.929436,0.011351,"automatic"
alpaca-11295,0,10,42.4187,0.877838,0.877838,0.020695,"US"
alpaca-12502,0,25,7.9547,0.393508,0.872976,0.109744,"article provides good quality information."
alpaca-31751,0,15,5.0181,-0.634760,0.872724,0.173914,"find and describe the pattern."
alpaca-11078,0,18,15.8523,0.861052,0.861052,0.054317,"shrimp "
alpaca-06722,0,12,22.0985,0.835709,0.835709,0.037817,"used"
alpaca-40534,0,14,13.3815,-1.974283,0.820052,0.061282,"Compute the"
alpaca-27171,0,63,14.1563,0.807254,0.807254,0.057024,"8-line"
alpaca-03108,0,67,13.6649,0.803983,0.803983,0.058836,"economic"
alpaca-12496,0,81,9.5826,0.802362,0.802362,0.083731,"still"
alpaca-31006,0,15,23.5451,-2.195694,0.796852,0.033844,"Construct a financial model that"
alpaca-34087,0,24,28.5779,-0.114517,0.778477,0.027241,"for a"
alpaca-35197,0,25,10.7772,-0.753927,0.764527,0.070940,"Identify the"
alpaca-16357,0,16,5.1816,-0.082729,0.762710,0.147197,"Analyze the pattern and"
alpaca-00352,0,59,14.6403,0.756210,0.756210,0.051653,"structured"
alpaca-12400,0,10,43.5894,-16.973846,0.753357,0.017283,"creative and"
alpaca-04996,0,23,15.8917,0.187184,0.750006,0.047195,"Description: An abstract flower pattern"
alpaca-36554,0,23,27.7900,0.749876,0.749876,0.026984,"associate"
alpaca-49410,0,27,27.5051,0.740818,0.740818,0.026934,"certain"
alpaca-11642,0,26,11.8497,-1.611147,0.736637,0.062165,"shy and timid"
alpaca-31598,0,10,37.5906,0.735382,0.735382,0.019563,"scientific"
alpaca-36304,0,30,10.1686,-0.408659,0.726307,0.071427,"on servers hosted"
alpaca-07086,0,16,23.9592,-1.604780,0.716129,0.029890,"Maze Runner"
alpaca-43133,0,18,36.0795,0.715271,0.715271,0.019825,"incredibly"
alpaca-41213,0,27,18.5508,0.712042,0.712042,0.038383,"following"
alpaca-41514,0,40,17.8666,0.593893,0.692768,0.038774,"interests and"
alpaca-06001,0,45,11.9344,0.671261,0.671261,0.056246,"close"
alpaca-31876,0,29,12.3374,-1.144093,0.664912,0.053894,"a few"
alpaca-21934,0,23,17.0850,-1.502779,0.652214,0.038175,"more than one hour"
alpaca-02579,0,12,15.6758,-0.929378,0.644681,0.041126,"Find a"
alpaca-38912,0,50,9.2362,0.501212,0.639695,0.069259,"into a logical structure"
alpaca-18874,0,26,15.4225,-0.998673,0.626620,0.040630,"presented in this quote"
alpaca-17388,0,9,120.5424,-91.236603,0.608727,0.005050,"Design a"
alpaca-13598,0,10,31.0885,0.606394,0.606394,0.019505,"English."
alpaca-01629,0,26,19.6483,0.600367,0.600367,0.030556,"has"
alpaca-16261,0,23,22.8440,0.580452,0.580452,0.025409,"unique"
alpaca-15000,0,11,14.0399,0.580339,0.580339,0.041335,"4."
alpaca-41782,0,10,24.8957,-22.213476,0.572319,0.022989,"ice cream"
alpaca-43469,0,14,35.5447,0.568146,0.568146,0.015984,"now"
alpaca-03150,0,50,9.0587,0.394712,0.567913,0.062692,"by direct temperature measurements and"
alpaca-27914,0,21,6.9713,-0.085867,0.562526,0.080692,"Add a creative twist"
alpaca-29861,0,17,9.2510,-0.039470,0.555328,0.060029,"solve them"
alpaca-24376,0,21,7.9905,0.275542,0.555300,0.069495,"Title: Meeting with Bob Start"
alpaca-33621,0,11,9.3888,0.543466,0.543466,0.057885,"15:37"
alpaca-35939,0,45,9.9735,0.540343,0.540343,0.054178,"flare"
alpaca-22696,0,11,98.3196,0.529930,0.529930,0.005390,"DACA"
alpaca-33973,0,29,14.7922,0.529656,0.529656,0.035806,"unique"
alpaca-11801,0,23,16.9053,0.521492,0.521492,0.030848,"three"
alpaca-13415,0,87,12.5487,0.145568,0.496927,0.039600,"Short Story:"
alpaca-21057,0,104,4.9905,0.080170,0.496919,0.099572,"algorithms to produce a generalized"
alpaca-33601,0,16,56.5106,-0.443218,0.490704,0.008683,"mermaid who discovers land"
alpaca-39154,0,24,25.5151,0.423702,0.488180,0.019133,"assessment? Assessment:"
alpaca-03166,0,10,21.5111,0.488031,0.488031,0.022687,"first"
alpaca-02210,0,23,6.1940,0.203752,0.463400,0.074814,"[114  11  90  7  34]"
alpaca-00186,0,30,11.5742,0.462995,0.462995,0.040002,"sentiment"
